probe	t-statistics
cg10054197	-12.2415947929782
cg10054398	-25.7347151501948
cg10056356	-17.9082057979437
cg10057601	-17.0752486171376
cg10059536	-16.1692141808683
cg10064871	-14.4667382519978
cg10071824	-11.4278757383875
cg10078511	12.7265069114742
cg10079740	-12.6099362172702
cg10080155	-13.7959312291184
cg10087973	-14.9504444704441
cg10096122	-14.0969561741821
cg10096948	-15.1023843086199
cg10099799	-15.2703275058729
cg10122477	-14.1104089610953
cg10124651	-11.8189785760557
cg10126205	-13.4262481300571
cg10131657	-10.1486163331571
cg10133100	-20.9837506676924
cg10134583	-18.740354057281
cg10135640	-16.6169165837559
cg10136354	-15.287756255428
cg10136736	-15.3971150420263
cg10141261	-27.5114466049417
cg10143067	-15.4819288370698
cg10146929	-12.4045657744647
cg10147666	-14.6226514915985
cg10162019	-15.3516940254359
cg10165847	-12.788347257576
cg10171504	-15.0228167508222
cg10172415	-20.8846871030758
cg10178795	-11.8800112171201
cg10186564	-10.7056357901249
cg10187692	13.8212614650032
cg10195619	-26.1751869850979
cg10201807	-16.5909081823215
cg10202975	-21.8052205785342
cg10203375	-15.5322304452764
cg10210728	-17.9786814356089
cg10217292	-16.9350844404361
cg10218799	-15.9021657341863
cg10222038	-14.8137086416177
cg10228777	-17.1779262131316
cg10229294	-14.1079237455362
cg10239098	-11.2711794619399
cg10245915	-16.0425715217236
cg10250107	-14.5086592455383
cg10251896	-13.0313348603115
cg10256210	-20.7619601069047
cg10262747	-23.8226394260059
cg10272601	-18.7126437943485
cg10276116	-24.5672732033648
cg10285466	-19.3167467269147
cg10292139	-11.2933887716679
cg10298187	-16.7541958710283
cg10305311	-26.011429772586
cg10311048	16.8366991218722
cg10311806	-12.3276182302086
cg10325497	-22.5164956225265
cg10332700	-17.0701309951833
cg10334741	-17.0308933636286
cg10338082	-19.4781367355417
cg10345920	-13.7426358127557
cg10349065	-14.7366417568669
cg10356187	-15.797172169114
cg10362542	-11.9816584412206
cg10363246	-15.6044736381196
cg10365563	-18.7743005170848
cg10375890	-9.31392032239419
cg10386016	-16.376855405188
cg10386483	-21.3167367251367
cg10395806	-14.1840300564727
cg10397765	-13.4897262773321
cg10416527	-16.9041556913228
cg10416784	17.4353465823562
cg10416963	-11.2238794348768
cg10421979	-13.8943566953058
cg10426464	-17.7177976247565
cg10431989	-18.1478740786432
cg10435235	-18.9715300112458
cg10435849	-18.0378573295991
cg10436216	-16.5147358039667
cg10445315	-13.9674206466281
cg10448808	-11.6688681471553
cg10452531	-22.515299260467
cg10453230	-13.6146858442156
cg10453425	-17.4957752481933
cg10453481	-21.4694939130155
cg10453850	-24.7403101450625
cg10455938	-19.7491960179526
cg10456035	-14.8359004294315
cg10456203	-15.385133933831
cg10457247	-15.3748802825343
cg10474404	-17.2242146968426
cg10481660	-15.4595803780279
cg10482596	-12.5541505044067
cg10485664	-16.2154662899931
cg10491556	-14.6841895225559
cg10496082	-15.8579310555954
cg10497884	-15.1133786233226
cg10501128	-17.3918990147677
cg10502206	-26.4723673872477
cg10505610	18.5423883611149
cg10507275	-19.8475236415901
cg10507508	-13.3510486214078
cg10509323	-12.7186874188122
cg10512745	-17.2969539559201
cg10526374	-12.0820898660806
cg10529075	-21.9552247332466
cg10550166	-17.874293367892
cg10556384	-15.553460724396
cg10558494	-13.7560139654104
cg10568624	-12.5241927398271
cg10573386	-14.8908679354479
cg10576051	-15.4372547146161
cg10576257	-13.716534496261
cg10583000	-14.9363756323985
cg10583297	-16.5630092124195
cg10583736	-15.7509652062218
cg10588034	-18.4980950351826
cg10597362	-19.0464261461549
cg10597661	-25.1247685994616
cg10598034	-10.7482243936582
cg10601616	-13.2051413336606
cg10604168	-14.4140875181963
cg10604476	-10.3608486725478
cg10605766	-21.1691430969476
cg10615519	-13.2950131224745
cg10624395	17.1840535966162
cg10625533	-14.6010349562872
cg10628818	-27.7612153623456
cg10634922	-18.6951365770071
cg10646402	-14.4257356720584
cg10655021	-11.0450179339388
cg10659464	-16.675984448444
cg10659805	-10.857262111596
cg10669265	-15.5473197524224
cg10675659	-10.7598480769447
cg10677697	-16.3861475052675
cg10680051	-12.0182613135701
cg10686304	-20.4441276202326
cg10689528	-12.7969155666002
cg10694030	-10.2713882797122
cg10694152	-15.0557688745208
cg10696062	-19.7277710006564
cg10717290	-14.9786802015375
cg10730712	-15.1444707554551
cg10731794	-12.7095934858041
cg10733317	-17.5187120105129
cg10746936	-11.7572818093596
cg10747118	-14.632501231597
cg10752008	-15.9301499386252
cg10753283	-24.5717636172145
cg10756127	-12.4833376843418
cg10763234	-15.5843827740114
cg10772991	-16.0682049349666
cg10785109	-18.1781117462234
cg10788735	-14.1947538718829
cg10801752	-23.5838447770633
cg10811045	-12.8304767793293
cg10814856	-16.2469618608078
cg10815543	-17.2925908416433
cg10820587	-22.9324578392934
cg10829693	-15.1034326794588
cg10842804	-12.9200255084432
cg10851251	-18.1346204691818
cg10852177	-13.713535470209
cg10862535	-11.1948007254503
cg10863741	-18.246170327818
cg10863922	-30.3344195171301
cg10864319	-11.8707616494562
cg10878412	-21.8120769341226
cg10881451	-27.0932903829499
cg10882304	-14.7157459462147
cg10899768	-14.8428459657578
cg10899904	-16.9880196336706
cg10914815	-22.0949781042919
cg10920957	-16.3018288682675
cg10922935	-18.1645145348352
cg10941822	-22.9601598124537
cg10947408	-15.9648312289789
cg10949345	-24.8477190080767
cg10953410	19.8063072481402
cg10954469	-10.465416633597
cg10958362	-14.1758300199562
cg10977795	-27.0298886554953
cg10980774	-12.1370365505219
cg10981909	-16.3235748868821
cg10989763	-15.4628687327123
cg10994511	-16.2384551892972
cg11002986	-17.5147925242576
cg11012046	-19.4064739198084
cg11021317	-21.9856710309024
cg11022432	-14.8226416683416
cg11036833	-15.5669401840076
cg11043092	-27.0060353856763
cg11046593	-20.0170289455407
cg11064255	-14.6971137570537
cg11071155	-17.4353846393584
cg11073558	-17.1238429908815
cg11078090	-19.6239326054904
cg11082907	-15.2776055221875
cg11083416	-16.4842656407936
cg11090352	-16.3066229614012
cg11093548	-13.2869326783666
cg11111132	-13.5075667562926
cg11114873	-17.9584978514786
cg11119275	-22.7632998878092
cg11130630	-20.1968524221459
cg11141156	-14.988482552328
cg11143671	-23.4525916137568
cg11144753	-12.4946381968481
cg11163997	-14.9351311739095
cg11166759	-20.2348037218951
cg11168687	-24.1842381791835
cg11176889	-18.4612790113664
cg11177833	-9.67961947738887
cg11189384	-15.6276175903539
cg11191210	-14.6545798990704
cg11192688	-17.1307402116449
cg11198128	-19.3519629913039
cg11200929	-13.3306134755377
cg11210357	-20.0512648622643
cg11211486	-22.1872231363921
cg11214001	-24.5560683587425
cg11229513	-15.276370612192
cg11235741	-16.8205743483371
cg11240634	-17.6993431581206
cg11244340	-16.9761380054474
cg11245205	-18.1758337057146
cg11252792	-15.1501362560766
cg11253514	-16.3593876213296
cg11255163	-19.5697482503872
cg11255265	-13.3491246744253
cg11256186	-22.0149950838182
cg11256387	-10.5607285937214
cg11258089	-16.7944475826396
cg11258164	-15.6240226751909
cg11263497	-15.7695714004704
cg11268077	-21.2585484728057
cg11270278	-19.6778361361407
cg11271605	-17.1741130361408
cg11279838	-11.5840850471602
cg11284842	-12.2476350214825
cg11290860	-12.1036519168707
cg11292721	-21.6078188024761
cg11293312	-21.6561377924962
cg11299333	-12.4457025705913
cg11336311	-13.871990369395
cg11338121	-23.6225462410852
cg11350889	-11.6536021910973
cg11353748	-13.2206780576389
cg11354349	-16.6782179253261
cg11358945	-17.866872276278
cg11359210	-15.8706669825912
cg11361827	-14.4169262982235
cg11366849	-11.2116326160823
cg11377213	-23.2226863958678
cg11381539	-14.1621414776309
cg11384848	-14.1164917889031
cg11390073	-13.5739457398418
cg11390905	-21.1707007674386
cg11409096	-19.2375725929618
cg11409275	-18.0471303375415
cg11409659	-13.2169040878343
cg11410436	-13.016054561518
cg11414610	-31.8972145870226
cg11416384	-16.0685678964852
cg11418595	-9.53052062756713
cg11426726	-15.6835674876042
cg11427510	-16.3700850443263
cg11432790	-14.8373198894985
cg11444379	-16.1742630300658
cg11460727	-20.0945054505479
cg11472279	-12.9251185099761
cg11474864	-19.1968195923615
cg11482794	-17.0527705775997
cg11505338	-15.4491388866178
cg11509907	-20.2022632948225
cg11521274	-22.5731237304527
cg11521467	-20.7345257544315
cg11525280	-18.0928696967452
cg11528328	-11.361416775423
cg11533098	-14.3231178760359
cg11545314	-14.0383298192051
cg11552694	-12.4414297668631
cg11552829	18.1061625275835
cg11554566	16.7636614744231
cg11557636	-15.3199085019033
cg11572744	-12.8051568296629
cg11573679	-15.1495646251882
cg11589139	-13.241607720446
cg11589520	-14.8497255659315
cg11592377	-22.6308479113855
cg11597475	-11.5176275604967
cg11601252	-18.6041135944904
cg11601523	-13.8542685785592
cg11606459	22.5381013406231
cg11616651	-17.0291176760651
cg11626496	-12.3421764534301
cg11635839	-17.6491450288551
cg11645631	-16.1624617044465
cg11650763	-11.3615661272501
cg11660146	-12.1397837105219
cg11677857	-15.5816815981753
cg11689813	-15.6838188955647
cg11702639	-13.7653060207713
cg11724135	-16.0044169830287
cg11732063	-24.1804932459876
cg11742472	-19.8725592818253
cg11748187	-13.1434420424478
cg11755796	-13.3583494843361
cg11771383	-16.0572128949896
cg11772171	-12.4923261195934
cg11775417	-13.7607462265685
cg11787160	-15.4784789577382
cg11792470	17.204364676909
cg11793631	-15.4994072411073
cg11794532	-16.1555673910233
cg11795854	-10.7766785931215
cg11804833	-14.4451714147847
cg11808581	-17.5772735602732
cg11825621	-15.4894223502829
cg11827837	-16.9407939473175
cg11834658	-16.8281286997402
cg11851910	-17.1003926970809
cg11855022	-14.819197592546
cg11855526	-13.189646940745
cg11856542	-21.7444568755494
cg11856822	-22.7576079686086
cg11858499	-23.5910766860876
cg11867546	-14.6988064260636
cg11869007	-15.3025394836351
cg11869770	-12.7300218862245
cg11877129	-15.2368849799168
cg11877251	-14.778093409104
cg11889808	-16.1554040341235
cg11893955	-22.2160526809945
cg11898646	22.5818155119186
cg11898695	-16.718733165462
cg11900509	-20.9205559017151
cg11912330	-17.0676564777573
cg11913951	-18.6114351183828
cg11925609	-18.8719449114185
cg11929643	-13.6506289801425
cg11940285	-19.9135045357303
cg11940526	-16.2590759527678
cg11942594	-14.5944385969474
cg11946719	-14.6891116540617
cg11949060	-9.7642579875345
cg11960629	-17.9433720322051
cg11964564	-19.6245223376861
cg11965976	-12.6322928621814
cg11970050	-22.0011828590568
cg11980016	-14.2291075462815
cg11981631	-15.9161587553759
cg11982072	-22.86758339944
cg11983124	-14.018876952913
cg11985360	-18.8453751331291
cg11986813	-15.6531285772971
cg11988964	-16.6824376015639
cg11993754	-14.1739399046273
cg12005098	-19.5246000692052
cg12015615	-27.2023599509431
cg12022294	-14.4880738322836
cg12023911	-13.3377729566958
cg12037593	-16.8217686991858
cg12040830	-14.533056469297
cg12042587	-15.6991993347743
cg12046758	-13.3832128801709
cg12047375	-21.4391662397354
cg12059112	-14.8027808679723
cg12067421	-18.5086313672912
cg12072560	-15.6524374089954
cg12072964	-13.7019022980188
cg12091732	-18.9239809051468
cg12092090	-13.3965309036372
cg12099952	-13.6637422597532
cg12100721	-14.7576502895466
cg12102682	-17.8952781421811
cg12114834	-13.7341636486159
cg12118281	-15.7931681341762
cg12130328	-12.8192455812437
cg12136608	-20.3075086820186
cg12137286	-19.1788346245681
cg12146386	-21.3037717738171
cg12146546	-21.8484749996202
cg12148919	-13.4025272528478
cg12158471	-20.408085535015
cg12161893	-22.5196513301092
cg12169536	-10.7688711202056
cg12175729	-19.7114830707974
cg12181133	-17.4731214207479
cg12183993	-17.8742876789598
cg12192818	-19.7898562628796
cg12200866	-15.1535780081407
cg12212103	-18.1292896875372
cg12213680	-12.0424658848054
cg12214003	-11.8868805871527
cg12221475	-14.7826575318616
cg12221970	-22.4192712959845
cg12222277	-24.0319941035654
cg12223582	-15.0406741168864
cg12230728	-22.5535872386326
cg12249345	16.2758651316705
cg12267948	-22.1106442175761
cg12276513	-12.624846066881
cg12277336	-18.3257299532919
cg12287358	-15.069522358061
cg12297221	-12.7002218557763
cg12299554	-21.0530063534731
cg12306213	-16.834208688336
cg12307484	-15.7255502213233
cg12313149	-23.6074672218037
cg12320164	-17.8365287672004
cg12320221	-15.7476685027031
cg12328333	-15.6662432685591
cg12340454	-14.1215126660937
cg12340651	13.6040653006646
cg12343182	-18.1615211640022
cg12347429	-14.8985625359955
cg12348588	-13.361989787527
cg12356890	-11.5635606289159
cg12361352	-12.6239664311802
cg12373617	-12.2634839410333
cg12378888	-16.9177196903693
cg12388309	-15.1889385945993
cg12395929	-18.3064710952786
cg12396325	-18.2737563188416
cg12401842	-20.3588540417385
cg12405754	-15.9733803234584
cg12407459	-18.9481715792219
cg12412079	-13.3299252329863
cg12415116	-15.2588367421286
cg12417362	-12.2339601159998
cg12417466	-10.5569299530871
cg12417685	-14.7645862696271
cg12420900	-12.2784296272247
cg12424817	-17.5578379889193
cg12427162	-23.2538458177693
cg12433479	12.8150659473692
cg12442236	-19.0510592014575
cg12453504	-21.476686267993
cg12453687	-20.6121872704531
cg12460433	-16.866628922159
cg12465678	-27.210963768247
cg12467404	-21.887872960004
cg12473285	-14.5814534648264
cg12473406	-11.8230519568005
cg12477716	-12.6663534823666
cg12486537	-12.333085564987
cg12493075	-15.7029461062892
cg12494373	-16.6092701157806
cg12499316	-17.6280574875673
cg12503102	-15.1511384682656
cg12505170	-13.336152400608
cg12510028	-14.2032013711223
cg12510535	-13.3517923362472
cg12511214	-11.7052827629454
cg12518146	-19.5831096793972
cg12518410	-14.8817869191468
cg12521353	-11.3429438814801
cg12527384	-15.0022326433363
cg12530050	-12.5217215724063
cg12539796	-18.1224781004451
cg12541478	-18.2005373224279
cg12547839	-21.043998748258
cg12549600	-14.597631076619
cg12550412	-14.6112150466145
cg12552402	-17.6974677065486
cg12552771	-17.5694554084889
cg12555086	-21.2937300106483
cg12556586	-21.6648010052359
cg12559208	-12.2079860440232
cg12563178	-12.7925813279216
cg12566138	-13.4375674284288
cg12587818	-25.9629293856421
cg12600018	-15.8715617536639
cg12603576	-17.8196369027439
cg12604490	-21.8459542107353
cg12605662	-13.7508828548153
cg12611423	-18.0882859633182
cg12614029	-27.6066456889082
cg12616277	-20.3094297780549
cg12624805	-13.7713327873512
cg12629325	-12.7062697650794
cg12631351	-13.3523852037272
cg12632309	-18.6178765953616
cg12646386	-14.1819940008388
cg12649051	-24.4040345024572
cg12651914	-9.8443134235438
cg12655112	-19.3155130806355
cg12656475	-11.2300080676653
cg12662072	-15.4630761069849
cg12665414	-17.7276655127358
cg12673978	-23.3773661417822
cg12675417	-23.5350884726463
cg12691679	-23.760372930159
cg12694372	-10.4344431810359
cg12700788	-15.8788288622582
cg12700904	-15.1972686340328
cg12716832	-16.8845619908477
cg12726906	-10.9383016016692
cg12726960	-14.9537937009503
cg12740527	-13.5743840265765
cg12741255	-17.4867486102055
cg12751432	-12.5478169537057
cg12755397	-17.1590744461744
cg12764441	-13.3745846606205
cg12768681	-16.3628928484493
cg12769138	-12.6219577534828
cg12773325	-26.0597034970993
cg12799689	-15.5927886118854
cg12804010	-15.1012211407394
cg12813239	-11.0659310868145
cg12818067	-17.0869158727435
cg12820681	-13.040992712377
cg12822816	-16.1491787277039
cg12828656	-16.1123761182785
cg12833207	-12.4799186444842
cg12836958	-11.9199577954289
cg12857541	-26.2123923214033
cg12865552	-16.2295181977462
cg12868173	-12.1100923299109
cg12869912	-14.51776951421
cg12872311	-10.0273088702645
cg12880658	-17.524639219034
cg12880685	-18.5072949820067
cg12903648	-20.2469085245913
cg12912737	-18.7236371067694
cg12927990	-13.4931163954327
cg12928379	-26.0938893546622
cg12929755	-16.6555795206687
cg12934382	-14.1229456885497
cg12944197	-13.3058722419758
cg12950911	-11.7158474978787
cg12955583	-19.5879329868971
cg12967001	-18.5878458483246
cg12970155	-10.867171615055
cg12989560	-20.5782850268349
cg12990337	-12.4829761436681
cg13004927	-14.9050418780464
cg13019491	-11.8160034493844
cg13033990	-16.6651376499329
cg13053408	-25.7430461931297
cg13054523	15.2804314063106
cg13067215	-15.7530179056592
cg13071729	-17.7064314091041
cg13074055	-20.6284802150148
cg13077150	-15.8653101197581
cg13077545	-14.8673456102684
cg13088102	-11.8186696561332
cg13092405	-10.3346546528425
cg13096135	-10.8155800464051
cg13099890	-13.5066568447965
cg13101088	-17.2112634419263
cg13109106	-10.1680281467394
cg13112361	-16.6819544858925
cg13117105	-14.1358460478328
cg13130398	-21.6880576246328
cg13131095	-18.288202116579
cg13135595	-19.5966222355034
cg13136716	-17.4972429109551
cg13137176	-14.8970980731995
cg13144484	-10.3683539778753
cg13157757	-16.7506157836169
cg13164814	-23.5551080531165
cg13167664	-16.8020715624705
cg13168820	-16.2095679370497
cg13172001	-30.532992167
cg13177758	-13.9921140972362
cg13185413	-9.19372186153097
cg13201644	-30.4929927099429
cg13202845	-13.5036174223235
cg13205384	-16.5715331392422
cg13207250	-21.5901664211982
cg13207797	-17.3002016745531
cg13209567	-17.0194843310728
cg13216331	-20.972314546253
cg13217064	-19.693076440688
cg13226172	-16.8504452566764
cg13234063	-10.3435131945269
cg13239483	-18.1320333120879
cg13246583	-15.7474990093624
cg13261390	-20.6541691516478
cg13261713	-18.6783531948568
cg13267264	-12.7777528850883
cg13274077	-12.4796253947239
cg13277254	-21.3265599959731
cg13280184	-16.8055845977861
cg13294753	-23.2318815225798
cg13311096	-16.1737552759248
cg13319286	-13.6252686312917
cg13330341	-17.5165291522537
cg13345299	-22.6653383555835
cg13349651	-16.4082570135317
cg13352836	-14.0203088121363
cg13353699	-17.8687550063702
cg13356896	-17.965982417213
cg13359415	-16.9165979645999
cg13363454	-15.616362092354
cg13366219	-19.342280687973
cg13366352	-15.2980615190057
cg13378388	-12.9228166683075
cg13382322	-12.3922342064382
cg13387050	-26.4105736900735
cg13389652	19.2153267393418
cg13390570	13.6541142194406
cg13390743	-16.9930147270259
cg13394305	-17.4314244482097
cg13397359	-20.046291389644
cg13403369	-17.911918776974
cg13405783	-15.7669399724131
cg13407335	-8.4042626614083
cg13409174	-20.0591706086378
cg13409248	-17.9305403360619
cg13414212	-13.872279819813
cg13416213	-14.6870591231762
cg13427789	-26.2418479498705
cg13428152	-19.5801668742668
cg13429423	-26.3854665125773
cg13432708	-15.0781334161313
cg13434638	-19.133035151952
cg13457172	-13.5129021303624
cg13460643	-9.31773950713333
cg13463054	-18.3828324466489
cg13467765	-16.3146476020505
cg13476133	-16.1365785032057
cg13482209	-12.6829248773344
cg13482432	-11.0988186059824
cg13496323	-12.9528858738706
cg13506600	-13.2147916181462
cg13507452	-22.1750271135148
cg13524037	-21.6848331748677
cg13529217	17.8940275989005
cg13530938	-12.1730856153606
cg13533340	-13.9832149403993
cg13541429	-13.627930671156
cg13545633	-15.8676258307077
cg13546935	-13.1859756819814
cg13557668	-12.4180970387103
cg13562542	-14.0539839396972
cg13564825	-13.3597627325204
cg13577744	-10.9682001546618
cg13578447	-16.1042844169913
cg13583934	-15.8726524016865
cg13584784	-24.4332424132151
cg13588086	-13.1357899304203
cg13591701	-16.8624202969215
cg13601435	-10.2241895430473
cg13604246	-17.316740732512
cg13608166	-20.5830608531012
cg13610307	-14.1487929005651
cg13613280	-14.9741028397328
cg13616912	-19.0099676401286
cg13628057	-18.467558334889
cg13634602	-16.2731922960191
cg13641043	-8.76446629750846
cg13643465	-14.6738788429644
cg13647706	-15.7765618610699
cg13651690	-15.9308179055513
cg13663793	-18.0772436954935
cg13669740	-21.3287329808054
cg13671536	-22.1438287127828
cg13673164	-12.0203503998007
cg13677785	-17.3024565772317
cg13682019	-17.7455645166625
cg13685727	-9.29968693973742
cg13694867	-15.8979669745006
cg13695362	-19.3886883241874
cg13699355	-12.2256538678079
cg13703576	-14.8243693438595
cg13707793	-13.1307496052145
cg13710613	-22.7751408770503
cg13717425	-15.5041423363785
cg13723825	-15.3824782340625
cg13724496	-13.1666380704169
cg13724788	-14.5639325850219
cg13724812	-26.8362779242385
cg13725958	-18.2648306160053
cg13735018	-22.4542902629429
cg13754661	-25.4408754149963
cg13755796	-13.3196446292714
cg13759674	-14.0366418012577
cg13761364	-18.6600103146643
cg13764106	-20.3764396664367
cg13774792	-12.6730786496501
cg13781989	-18.8092367731363
cg13789938	-23.0300028071477
cg13791131	-16.4967421330823
cg13791719	-22.1044771444261
cg13798300	-14.8647217526352
cg13803688	-11.9351493458637
cg13806939	-12.8692520743728
cg13812927	-10.9818612969795
cg13814950	-15.4859328603155
cg13818654	-16.8338934388487
cg13823136	-13.9131410531491
cg13835894	-19.9760904937584
cg13850606	-15.7868877702744
cg13851144	-18.7206085093186
cg13856340	-22.6869649378486
cg13868347	-11.4863997268476
cg13872326	-22.5482288831874
cg13872688	-24.7164060505527
cg13872712	-17.4854546597222
cg13874817	-20.442966197384
cg13877915	-15.167144520633
cg13887205	-18.7527487329234
cg13888748	-25.2441430359355
cg13891765	-19.3370199653463
cg13895235	-20.2406580881753
cg13900023	-12.4406602440163
cg13900348	-16.1422056909453
cg13901501	-16.4064030700768
cg13917589	-22.1803045958453
cg13918628	-24.5777447951218
cg13921352	-13.5554625380772
cg13928709	-13.3074366139836
cg13932603	-13.7823280959453
cg13933262	-17.0223107128503
cg13935689	14.7355695490967
cg13935962	-11.9003410137081
cg13943217	-14.7916193777162
cg13944084	-12.4974502957842
cg13945224	-12.8755474063582
cg13946520	-16.1061653425362
cg13950829	-12.8657495670067
cg13952031	-19.4835026153147
cg13959280	-16.1375349284654
cg13971502	-15.1895024915254
cg13971849	-22.7221300405936
cg13984434	-15.0117115134986
cg13990092	-10.1144040592279
cg13990926	-11.292237025743
cg14004073	-18.3867832739623
cg14004685	-12.8674471779766
cg14006320	-11.8639492294626
cg14007559	-18.5055725834227
cg14015044	-15.997785471479
cg14032025	-19.1916361058268
cg14032529	-18.3646168106346
cg14034197	-12.8297296204716
cg14045486	-11.7638461470002
cg14062050	-16.395199463466
cg14073722	-16.845058222149
cg14080075	-17.5392202190548
cg14093610	-12.7227938577566
cg14097425	-24.3108029806164
cg14107644	-16.092223509915
cg14114804	-12.6164501809664
cg14119999	-11.4173781454226
cg14120129	-17.1682362045419
cg14129397	-19.8356755757326
cg14154131	-28.5576138161201
cg14154651	-19.373080959873
cg14156581	-19.1440793135684
cg14165051	-11.3230708726413
cg14168530	-18.9778428643656
cg14192401	-13.6117048484182
cg14204784	-13.689219041516
cg14206516	14.7510760539324
cg14209344	-22.0156382198487
cg14211837	15.275481348675
cg14220170	-11.2742849974541
cg14225544	-16.6473985045789
cg14226182	-15.0880472014816
cg14233295	14.004029613684
cg14233354	-16.5024200622319
cg14235846	-12.4900479967156
cg14236855	-23.7056759818947
cg14245199	-20.5783383417472
cg14254745	-9.9047709988906
cg14260073	-14.3410583021264
cg14263391	-17.1649816167059
cg14270348	-12.2929708563267
cg14275738	-19.6458432035094
cg14276584	-20.4178698000404
cg14278148	-23.0545005579181
cg14286292	-23.7472373397937
cg14299480	-10.8861065721207
cg14305401	-14.266639924598
cg14326909	-18.6556154445935
cg14338887	-21.0990444988666
cg14343214	-13.4680530944793
cg14345980	-17.7697534951491
cg14348540	-18.4126735909842
cg14359798	-23.2048832658079
cg14360448	-20.0313658516256
cg14361033	-22.2259052492113
cg14362630	-17.5412408302039
cg14364356	-15.0071760043749
cg14369938	-13.9528964133224
cg14370314	-12.6662624219451
cg14375531	-19.632593099166
cg14387428	-14.1011259178921
cg14388488	-16.2086293724285
cg14391419	-17.7633459112221
cg14392283	-21.0866533264314
cg14395885	21.8005989095487
cg14398957	-17.2925366684341
cg14405603	-21.6611646716701
cg14408465	-17.0725791045699
cg14408467	-23.931812501652
cg14409023	-15.6178777812907
cg14409941	-20.5652328580102
cg14410064	-12.9020322355162
cg14412317	-20.1171707853243
cg14417372	-19.0782071103474
cg14417896	-19.6539651471906
cg14419740	-16.4423153250583
cg14420982	-14.6324664706403
cg14423417	-16.0394615060712
cg14424049	-16.3600726955443
cg14428911	-12.1508525128396
cg14429847	-13.7849776335627
cg14447606	-18.9586732549445
cg14453201	-12.5723128998796
cg14453978	-19.6162094464199
cg14468605	18.2799856283493
cg14469972	-23.376255197328
cg14470895	-17.3291963045045
cg14480507	25.4938862098801
cg14482313	-12.1931763577596
cg14484056	-12.3514537174859
cg14484681	-21.6296262842364
cg14485004	-16.7147946414847
cg14494620	-13.8515309671832
cg14496450	-20.2934026405247
cg14496909	16.3827551973202
cg14499413	-12.8480607734673
cg14500070	-15.5158615403464
cg14507193	-13.8939008942287
cg14507337	-10.2867877798567
cg14510404	-21.5862729010134
cg14517126	-21.3406013727523
cg14517390	-24.8335010956236
cg14518185	-20.136089228956
cg14519997	11.4008214587047
cg14529474	-12.4069959153144
cg14531663	-16.760850382573
cg14534987	-20.8846838102741
cg14535332	-12.7341142676644
cg14536906	-22.0047500876579
cg14537332	-13.9982468842646
cg14543226	17.4313647834824
cg14557487	-12.6202696587691
cg14557714	-12.2204957311594
cg14558431	-13.2289670308744
cg14562915	-16.1040509372508
cg14565781	-21.0333522188434
cg14573478	12.7294263167932
cg14580502	-17.5450774487323
cg14591655	-21.4501122257591
cg14594187	-12.1485457821873
cg14598327	-17.3631685823128
cg14598976	-12.3512941621897
cg14603031	-23.3665613441601
cg14608156	-23.0720527198646
cg14612417	10.7894359497495
cg14617642	-19.0109216514533
cg14623518	-14.8204729923223
cg14629075	-14.6508648522037
cg14631910	-15.5191461833606
cg14639897	-12.3919213439285
cg14650577	-13.0598068937921
cg14650610	-16.808665311552
cg14651249	-14.0982672673042
cg14657525	-14.0868246215189
cg14658362	-16.2739643092721
cg14658804	-11.5897731041416
cg14662379	-23.1715330377437
cg14663510	-10.7870972659409
cg14669167	-16.2578522709997
cg14673387	-14.0848749551706
cg14677983	-33.4752270591942
cg14688104	-12.0948742081411
cg14689623	-11.873075450027
cg14703002	-15.794036670631
cg14703454	-22.8511813745707
cg14715696	-15.5026670582109
cg14724613	-12.7970085173757
cg14738806	-14.5477219131561
cg14744537	-20.8104771308322
cg14747563	-10.0864286882814
cg14750746	14.541743354247
cg14762973	-12.2270764790271
cg14771954	-24.630488920029
cg14776201	-15.2637473131451
cg14777772	-15.0962646156495
cg14784253	-19.6678097934782
cg14784497	-19.5094466056582
cg14785479	-19.3010230781174
cg14787880	-18.1327180913616
cg14789039	-14.2235263679992
cg14789529	-19.7348224636028
cg14793844	19.6652397220157
cg14794076	-13.5029086447624
cg14796127	-18.2830652613635
cg14807837	-14.0806011937788
cg14831174	-18.4176724583852
cg14845410	-13.5344133953091
cg14854310	-13.0082235547298
cg14855334	-18.0899834984934
cg14855367	-21.4794955178651
cg14855607	-20.7462586762322
cg14874750	-11.8366920557174
cg14897419	-20.285144192135
cg14897833	-14.0204574108761
cg14900814	-15.8986417377784
cg14906390	-16.4995207219314
cg14906455	-16.3270906318949
cg14913512	-16.3362340718632
cg14913925	-13.9908852507982
cg14918082	-8.08356205587807
cg14930075	-16.8950363130719
cg14953379	-20.3345137521748
cg14965639	10.5657104066435
cg14996143	-10.9384817643722
cg14998651	-17.6446935646282
cg14999168	-25.91471373666
cg15011409	-16.5239275669273
cg15015034	-12.8970776827559
cg15019721	-20.708499486185
cg15025536	-16.7159330657055
cg15034345	-13.4047848965442
cg15035350	-10.5865156689299
cg15038286	10.3067624764223
cg15046123	-22.2807247242596
cg15047134	16.4263026729638
cg15048660	-15.6355319484813
cg15056288	-11.2905063934905
cg15061954	-12.5135689371189
cg15065139	-15.048842095503
cg15065371	-21.7623906446729
cg15070801	-15.6747305622161
cg15070897	-18.0420308256145
cg15084499	-24.2308576121738
cg15085791	-14.460618096297
cg15090083	-16.6389271717423
cg15093079	-14.1972954404827
